,,,,,,,,,,,,End To End Performance,,,,Shipping Instruction Updating Date & Status,,,,,,,Key,
LC,Jenis Armada,Price,Inap Loading,Inap Bongkar,Buruh Bongkar,Multidrop,Other,Total Price,Supplying Site,Name Vendor,Last Status,Performance,Standard (Days),Actual (Days),Deadline,1=NEW,2=RECEIVE,3=CONFIRM,4=VALIDATE,5=BILLED,6=SENT,7=PAID,Code Supply,Name Supply
260130L023,CDD LONG CHASSIS,3600000,0,0,0,0,0,3600000,A001 - WH AHI JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,01.03.2026,31.01.2026,02.02.2026,06.02.2026,06.02.2026,11.02.2026,13.02.2026,,A001,WH AHI JABABEKA
260130L023_A007,CDD LONG CHASSIS,0,0,0,0,0,0,0,A007 - WH AHI TANJUNG MORAWA,PT. SAMPAGUL LOGISTIK,1,LATE,1,146,01.02.2026,30.01.2026,,,,,,,A007,WH AHI TANJUNG MORAWA
260130L025,CDD LONG CHASSIS,3800000,0,0,0,0,0,3800000,A011 - WH AHI SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,28,0,28.02.2026,30.01.2026,10.02.2026,11.02.2026,11.02.2026,18.02.2026,18.02.2026,,A011,WH AHI SIDOARJO
260130L026,FUSO,5900000,0,0,0,200000,0,6100000,A001 - WH AHI JABABEKA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,04.02.2026,24.02.2026,24.02.2026,05.03.2026,25.03.2026,,A001,WH AHI JABABEKA
260130L026,CDD LONG CHASSIS,3800000,0,0,0,0,0,3800000,A011 - WH AHI SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,28,0,28.02.2026,30.01.2026,10.02.2026,11.02.2026,11.02.2026,18.02.2026,18.02.2026,,A011,WH AHI SIDOARJO
260130L027,FUSO,5900000,0,0,0,0,0,5900000,A001 - WH AHI JABABEKA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,03.02.2026,24.02.2026,24.02.2026,05.03.2026,05.03.2026,,A001,WH AHI JABABEKA
260130L027,CDD LONG CHASSIS,2500000,0,0,0,0,0,2500000,A011 - WH AHI SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,27,0,27.02.2026,30.01.2026,10.02.2026,11.02.2026,11.02.2026,18.02.2026,18.02.2026,,A011,WH AHI SIDOARJO
260130L030,CONT-20,14600000,0,0,0,0,0,14600000,A001 - WH AHI JABABEKA,PT. MITRA INTERTRANS FORWARDING,7,ON SCHEDULE,38,0,11.03.2026,31.01.2026,12.02.2026,02.04.2026,02.04.2026,02.04.2026,02.04.2026,,A001,WH AHI JABABEKA
260130L031,CDD LONG CHASSIS,4900000,0,0,0,150000,0,5050000,A001 - WH AHI JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,28,0,01.03.2026,31.01.2026,02.02.2026,12.02.2026,19.02.2026,20.02.2026,20.02.2026,,A001,WH AHI JABABEKA
260130L033,FUSO,17000000,0,0,0,200000,0,17200000,A001 - WH AHI JABABEKA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,31,0,04.03.2026,31.01.2026,04.02.2026,02.03.2026,02.03.2026,09.03.2026,09.03.2026,,A001,WH AHI JABABEKA
260130L034,FUSO,14750000,0,0,0,500000,0,15250000,A001 - WH AHI JABABEKA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,03.02.2026,02.03.2026,02.03.2026,09.03.2026,09.03.2026,,A001,WH AHI JABABEKA
260130L037,CONT-20,12500000,0,0,0,0,0,12500000,A011 - WH AHI SIDOARJO,PT SAHABAT MARITIM LOGISTIK,7,ON SCHEDULE,42,0,15.03.2026,31.01.2026,07.03.2026,09.03.2026,09.03.2026,12.03.2026,12.03.2026,,A011,WH AHI SIDOARJO
260130L038,CONT-20,12500000,0,0,0,0,0,12500000,A011 - WH AHI SIDOARJO,PT SAHABAT MARITIM LOGISTIK,7,ON SCHEDULE,42,0,15.03.2026,31.01.2026,07.03.2026,09.03.2026,09.03.2026,12.03.2026,12.03.2026,,A011,WH AHI SIDOARJO
260130T002,WINGBOX,5600000,0,0,0,0,0,5600000,A001 - WH AHI JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,30,0,02.03.2026,30.01.2026,02.02.2026,06.02.2026,06.02.2026,11.02.2026,13.02.2026,,A001,WH AHI JABABEKA
260130T003,CONT-20,3900000,0,0,0,0,0,3900000,A001 - WH AHI JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,30,0,02.03.2026,30.01.2026,02.02.2026,06.03.2026,07.03.2026,31.03.2026,31.03.2026,,A001,WH AHI JABABEKA
260130T004,CONT-20,3900000,0,0,0,0,0,3900000,A001 - WH AHI JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,30,0,02.03.2026,30.01.2026,02.02.2026,06.03.2026,07.03.2026,31.03.2026,31.03.2026,,A001,WH AHI JABABEKA
260130T005,CONT-20,3900000,0,0,0,0,0,3900000,A001 - WH AHI JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,30,0,02.03.2026,30.01.2026,02.02.2026,06.03.2026,07.03.2026,31.03.2026,31.03.2026,,A001,WH AHI JABABEKA
260130T006,CONT-20,3900000,0,0,0,0,0,3900000,A001 - WH AHI JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,02.02.2026,06.03.2026,07.03.2026,10.03.2026,10.03.2026,,A001,WH AHI JABABEKA
260130T007,WINGBOX,6300000,0,0,0,0,0,6300000,A001 - WH AHI JABABEKA,PT. DUNIA EXPRESS TRANSINDO,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,03.02.2026,11.02.2026,12.02.2026,20.02.2026,20.02.2026,,A001,WH AHI JABABEKA
260130T008,CONT-20,3900000,0,0,0,0,0,3900000,A001 - WH AHI JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,02.02.2026,06.03.2026,07.03.2026,10.03.2026,10.03.2026,,A001,WH AHI JABABEKA
260130T009,CONT-20,3900000,0,0,0,0,0,3900000,A001 - WH AHI JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,02.02.2026,06.03.2026,07.03.2026,10.03.2026,10.03.2026,,A001,WH AHI JABABEKA
260130T010,CONT-20,3900000,0,0,0,0,0,3900000,A001 - WH AHI JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,02.02.2026,06.03.2026,07.03.2026,10.03.2026,10.03.2026,,A001,WH AHI JABABEKA
260130T011,CONT-20,3900000,0,0,0,0,0,3900000,A001 - WH AHI JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,02.02.2026,06.03.2026,07.03.2026,10.03.2026,10.03.2026,,A001,WH AHI JABABEKA
260130T012,CONT-40,14200000,0,0,0,0,0,14200000,A001 - WH AHI JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,39,0,11.03.2026,30.01.2026,13.02.2026,10.04.2026,10.04.2026,13.04.2026,13.04.2026,,A001,WH AHI JABABEKA
260131L004,CDD LONG CHASSIS,3600000,0,0,0,0,0,3600000,A001 - WH AHI JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,01.03.2026,31.01.2026,02.02.2026,06.02.2026,06.02.2026,11.02.2026,13.02.2026,,A001,WH AHI JABABEKA
260131L005,WINGBOX,3500000,0,0,0,0,0,3500000,A011 - WH AHI SIDOARJO,PT. JAYA MULYA ERALINDO,7,ON SCHEDULE,27,0,28.02.2026,31.01.2026,09.02.2026,10.02.2026,10.02.2026,10.02.2026,10.02.2026,,A011,WH AHI SIDOARJO
260131L006,WINGBOX,4294000,0,0,0,0,0,4294000,A001 - WH AHI JABABEKA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,28,0,01.03.2026,31.01.2026,02.02.2026,05.02.2026,05.02.2026,06.02.2026,06.02.2026,,A001,WH AHI JABABEKA
260131L006,CDD LONG CHASSIS,2400000,0,0,0,0,0,2400000,A011 - WH AHI SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,27,0,28.02.2026,31.01.2026,10.02.2026,11.02.2026,11.02.2026,18.02.2026,18.02.2026,,A011,WH AHI SIDOARJO
260131L008,WINGBOX,6100000,0,0,0,0,0,6100000,A011 - WH AHI SIDOARJO,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,01.03.2026,31.01.2026,10.02.2026,11.02.2026,11.02.2026,13.02.2026,25.02.2026,,A011,WH AHI SIDOARJO
260131L009,CDD LONG CHASSIS,2300000,0,0,0,300000,0,2600000,A011 - WH AHI SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,27,0,28.02.2026,31.01.2026,10.02.2026,13.02.2026,13.02.2026,18.02.2026,18.02.2026,,A011,WH AHI SIDOARJO
260131L010,CDD LONG CHASSIS,2300000,0,0,0,300000,0,2600000,A011 - WH AHI SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,27,0,28.02.2026,31.01.2026,10.02.2026,20.02.2026,20.02.2026,03.03.2026,03.03.2026,,A011,WH AHI SIDOARJO
260131L012,WINGBOX,3795000,0,0,0,0,0,3795000,A001 - WH AHI JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,28,0,01.03.2026,31.01.2026,02.02.2026,04.02.2026,04.02.2026,05.02.2026,12.02.2026,,A001,WH AHI JABABEKA
260131L012,CDD LONG CHASSIS,3800000,0,0,0,0,0,3800000,A011 - WH AHI SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,28,0,01.03.2026,31.01.2026,10.02.2026,11.02.2026,11.02.2026,18.02.2026,18.02.2026,,A011,WH AHI SIDOARJO
260131L034,CONT-20,11800000,0,0,0,0,0,11800000,A001 - WH AHI JABABEKA,PT. WIDYA TRANS CARGO,7,ON SCHEDULE,43,0,16.03.2026,31.01.2026,14.02.2026,25.02.2026,25.02.2026,26.02.2026,26.02.2026,,A001,WH AHI JABABEKA
260131L035,CONT-20,11800000,0,0,0,0,0,11800000,A001 - WH AHI JABABEKA,PT. WIDYA TRANS CARGO,7,ON SCHEDULE,43,0,16.03.2026,31.01.2026,14.02.2026,25.02.2026,25.02.2026,26.02.2026,26.02.2026,,A001,WH AHI JABABEKA
260131T002,WINGBOX,5650000,0,0,0,0,0,5650000,A001 - WH AHI JABABEKA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,03.02.2026,05.02.2026,05.02.2026,10.02.2026,10.02.2026,,A001,WH AHI JABABEKA
260131T003,CONT-20,3900000,0,0,0,0,0,3900000,A001 - WH AHI JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,02.02.2026,06.03.2026,07.03.2026,10.03.2026,10.03.2026,,A001,WH AHI JABABEKA
260131T004,CONT-20,3900000,0,0,0,0,0,3900000,A001 - WH AHI JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,04.02.2026,06.03.2026,07.03.2026,31.03.2026,31.03.2026,,A001,WH AHI JABABEKA
260131T005,CONT-20,3900000,0,0,0,0,0,3900000,A001 - WH AHI JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,02.02.2026,10.03.2026,10.03.2026,12.03.2026,12.03.2026,,A001,WH AHI JABABEKA
260131T006,CONT-20,3900000,0,0,0,0,0,3900000,A001 - WH AHI JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,02.02.2026,06.03.2026,07.03.2026,10.03.2026,10.03.2026,,A001,WH AHI JABABEKA
260131T007,WINGBOX,5650000,0,0,0,0,0,5650000,A001 - WH AHI JABABEKA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,03.02.2026,05.02.2026,05.02.2026,19.02.2026,02.03.2026,,A001,WH AHI JABABEKA
260131T017,WINGBOX,5650000,0,0,0,0,0,5650000,A001 - WH AHI JABABEKA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,30,0,03.03.2026,31.01.2026,03.02.2026,05.02.2026,05.02.2026,06.02.2026,09.02.2026,,A001,WH AHI JABABEKA
251122H012_H007,WINGBOX,0,0,0,0,0,0,0,H007 - WH INFORMA TANJUNG MORAWA,PT. CITRA SENTRAL EKSPRES,1,LATE,2,168,11.01.2026,08.01.2026,,,,,,,H007,WH INFORMA TANJUNG MORAWA
251206D121_H025,CDD LONG CHASSIS,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,1,149,29.01.2026,27.01.2026,,,,,,,H025,WH HCI BATAM
251206D122_H025,CDD LONG CHASSIS,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,1,164,14.01.2026,12.01.2026,,,,,,,H025,WH HCI BATAM
251212C210_H025,CDD LONG CHASSIS,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,153,24.01.2026,23.01.2026,,,,,,,H025,WH HCI BATAM
251212C211_H025,CDE,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,173,04.01.2026,03.01.2026,,,,,,,H025,WH HCI BATAM
251212D086_H025,CDE,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,173,04.01.2026,03.01.2026,,,,,,,H025,WH HCI BATAM
251212H013_H007,WINGBOX,0,0,0,0,0,0,0,H007 - WH INFORMA TANJUNG MORAWA,PT. CITRA SENTRAL EKSPRES,1,LATE,2,176,04.01.2026,01.01.2026,,,,,,,H007,WH INFORMA TANJUNG MORAWA
251213D092_H025,CDD LONG CHASSIS,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,168,09.01.2026,08.01.2026,,,,,,,H025,WH HCI BATAM
251215D078_H025,CDD LONG CHASSIS,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,1,168,10.01.2026,08.01.2026,,,,,,,H025,WH HCI BATAM
251216D107_H025,CDD LONG CHASSIS,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,1,166,12.01.2026,10.01.2026,,,,,,,H025,WH HCI BATAM
251216D108_H025,CDD LONG CHASSIS,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,166,11.01.2026,10.01.2026,,,,,,,H025,WH HCI BATAM
251219D115_H025,CDD LONG CHASSIS,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,175,02.01.2026,01.01.2026,,,,,,,H025,WH HCI BATAM
251225L024_H007,CDE LONG CHASSIS,0,0,0,0,0,0,0,H007 - WH INFORMA TANJUNG MORAWA,PT.ADI SARANA ARMADA,1,LATE,0,174,04.01.2026,03.01.2026,,,,,,,H007,WH INFORMA TANJUNG MORAWA
251230H012_H007,WINGBOX,11500000,0,0,0,0,0,11500000,H007 - WH INFORMA TANJUNG MORAWA,PT. CITRA SENTRAL EKSPRES,1,LATE,4,156,25.01.2026,20.01.2026,,,,,,,H007,WH INFORMA TANJUNG MORAWA
251230L025_H007,CDD LONG CHASSIS,0,0,0,0,0,0,0,H007 - WH INFORMA TANJUNG MORAWA,PT. ADI SARANA ARMADA TBK,1,LATE,1,175,03.01.2026,01.01.2026,,,,,,,H007,WH INFORMA TANJUNG MORAWA
251230T025,CONT-40,14200000,0,0,0,0,0,14200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,37,0,09.02.2026,02.01.2026,20.01.2026,30.03.2026,30.03.2026,02.04.2026,23.04.2026,,H014,WH INFORMA JABABEKA
251231C130_H025,CDE,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,173,04.01.2026,03.01.2026,,,,,,,H025,WH HCI BATAM
251231D091_H025,CDD PICK UP,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,1,175,03.01.2026,01.01.2026,,,,,,,H025,WH HCI BATAM
251231D093_H025,PICKUP,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,173,04.01.2026,03.01.2026,,,,,,,H025,WH HCI BATAM
251231H016,WINGBOX,4825000,0,0,0,0,1000000,5825000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,04.01.2026,05.01.2026,05.01.2026,06.01.2026,06.01.2026,,H014,WH INFORMA JABABEKA
251231H020,WINGBOX,11500000,0,0,0,0,600000,12100000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,,12.01.2026,12.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
251231H020,WINGBOX,11500000,0,0,0,0,600000,12100000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,,12.01.2026,12.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
251231H021,CDD LONG,2850000,0,0,0,0,0,2850000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,30.01.2026,01.01.2026,04.01.2026,08.01.2026,08.01.2026,09.01.2026,20.01.2026,,H014,WH INFORMA JABABEKA
251231H022,WINGBOX,4825000,0,0,0,0,1000000,5825000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,04.01.2026,07.01.2026,07.01.2026,12.01.2026,12.01.2026,,H014,WH INFORMA JABABEKA
251231H044,WINGBOX,4825000,0,0,0,0,1000000,5825000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,04.01.2026,05.01.2026,05.01.2026,06.01.2026,06.01.2026,,H014,WH INFORMA JABABEKA
251231L021,CDD LONG CHASSIS,3600000,0,0,0,0,400000,4000000,H014 - WH INFORMA JABABEKA,PT LOGISTIK CANGGIH INDONESIA,7,ON SCHEDULE,30,0,01.02.2026,01.01.2026,04.01.2026,13.01.2026,14.01.2026,14.01.2026,15.01.2026,,H014,WH INFORMA JABABEKA
251231L023,CDD LONG CHASSIS,1400000,0,0,0,0,0,1400000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,29.01.2026,01.01.2026,04.01.2026,05.01.2026,05.01.2026,06.01.2026,13.01.2026,,H014,WH INFORMA JABABEKA
251231L024_H007,WINGBOX,0,0,0,0,0,0,0,H007 - WH INFORMA TANJUNG MORAWA,PT. CITRA SENTRAL EKSPRES,1,LATE,2,176,04.01.2026,01.01.2026,,,,,,,H007,WH INFORMA TANJUNG MORAWA
251231L028_H007,WINGBOX,0,0,0,0,0,0,0,H007 - WH INFORMA TANJUNG MORAWA,PT. CITRA SENTRAL EKSPRES,1,LATE,2,176,04.01.2026,01.01.2026,,,,,,,H007,WH INFORMA TANJUNG MORAWA
251231O001,WINGBOX,4700000,0,0,0,600000,0,5300000,H026 - WH INFORMA SIDOARJO,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,04.01.2026,14.01.2026,14.01.2026,14.01.2026,14.01.2026,,H026,WH INFORMA SIDOARJO
251231T013,CONT-40,13200000,0,0,0,0,0,13200000,H001 - WH INFORMA CIKUPA,PT. TPIL LOGISTICS,7,ON SCHEDULE,51,0,23.02.2026,02.01.2026,24.01.2026,30.01.2026,30.01.2026,27.03.2026,31.03.2026,,H001,WH INFORMA CIKUPA
251231T014,CONT-40,13200000,0,0,0,0,0,13200000,H014 - WH INFORMA JABABEKA,PT. TPIL LOGISTICS,7,ON SCHEDULE,46,0,17.02.2026,01.01.2026,24.01.2026,30.01.2026,30.01.2026,27.03.2026,31.03.2026,,H014,WH INFORMA JABABEKA
251231T016,WINGBOX,20000000,0,0,0,0,1400000,21400000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,37,0,08.02.2026,01.01.2026,11.01.2026,13.01.2026,13.01.2026,19.01.2026,19.01.2026,,H014,WH INFORMA JABABEKA
251231T016,WINGBOX,20000000,0,0,0,0,1400000,21400000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,37,0,08.02.2026,01.01.2026,11.01.2026,13.01.2026,13.01.2026,19.01.2026,19.01.2026,,H014,WH INFORMA JABABEKA
251231T017,WINGBOX,20000000,0,0,0,0,1400000,21400000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,37,0,09.02.2026,02.01.2026,11.01.2026,22.01.2026,22.01.2026,02.02.2026,02.02.2026,,H014,WH INFORMA JABABEKA
251231T017,WINGBOX,20000000,0,0,0,0,1400000,21400000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,37,0,09.02.2026,02.01.2026,11.01.2026,22.01.2026,22.01.2026,02.02.2026,02.02.2026,,H014,WH INFORMA JABABEKA
251231T018,WINGBOX,20000000,0,0,0,0,1400000,21400000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,37,0,08.02.2026,01.01.2026,11.01.2026,14.01.2026,14.01.2026,19.01.2026,19.01.2026,,H014,WH INFORMA JABABEKA
251231T018,WINGBOX,20000000,0,0,0,0,1400000,21400000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,37,0,08.02.2026,01.01.2026,11.01.2026,14.01.2026,14.01.2026,19.01.2026,19.01.2026,,H014,WH INFORMA JABABEKA
251231T019,WINGBOX,5650000,500000,0,0,0,500000,6650000,H014 - WH INFORMA JABABEKA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,04.01.2026,22.01.2026,22.01.2026,27.01.2026,27.01.2026,,H014,WH INFORMA JABABEKA
251231T021,WINGBOX,5650000,0,0,0,0,500000,6150000,H014 - WH INFORMA JABABEKA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,04.01.2026,06.01.2026,07.01.2026,13.01.2026,13.01.2026,,H014,WH INFORMA JABABEKA
251231T022,CONT-40,13200000,0,0,0,0,0,13200000,H014 - WH INFORMA JABABEKA,PT. TPIL LOGISTICS,7,ON SCHEDULE,46,0,17.02.2026,01.01.2026,24.01.2026,30.01.2026,30.01.2026,27.03.2026,31.03.2026,,H014,WH INFORMA JABABEKA
251231T028,CONT-40,14200000,0,0,0,0,0,14200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,37,0,08.02.2026,01.01.2026,20.01.2026,30.03.2026,30.03.2026,02.04.2026,02.04.2026,,H014,WH INFORMA JABABEKA
251231T029,CONT-40,14200000,0,0,0,0,0,14200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,6,LATE,37,175,08.02.2026,01.01.2026,20.01.2026,30.03.2026,30.03.2026,02.04.2026,02.04.2026,,H014,WH INFORMA JABABEKA
251231T030,CONT-40,14200000,0,0,0,0,0,14200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,6,LATE,37,174,09.02.2026,02.01.2026,20.01.2026,30.03.2026,30.03.2026,02.04.2026,02.04.2026,,H014,WH INFORMA JABABEKA
251231T031,CONT-40,13800000,0,0,0,0,0,13800000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,16.01.2026,19.02.2026,19.02.2026,26.02.2026,26.02.2026,,H014,WH INFORMA JABABEKA
251231T033,CONT-40,18200000,0,0,0,0,0,18200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,20.01.2026,20.02.2026,20.02.2026,23.02.2026,23.02.2026,,H014,WH INFORMA JABABEKA
251231T034,CONT-20,9300000,0,0,0,0,700000,10000000,H014 - WH INFORMA JABABEKA,PT. WIDYA TRANS CARGO,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,20.01.2026,30.01.2026,31.01.2026,02.02.2026,03.02.2026,,H014,WH INFORMA JABABEKA
251231T043,CONT-40,13500000,0,0,1500000,0,0,15000000,H014 - WH INFORMA JABABEKA,PT. HAKKA HYDRO TIRTA,7,ON SCHEDULE,46,0,17.02.2026,01.01.2026,30.01.2026,18.02.2026,19.02.2026,19.02.2026,19.02.2026,,H014,WH INFORMA JABABEKA
251231T044,CONT-40,13500000,0,0,1500000,0,0,15000000,H014 - WH INFORMA JABABEKA,PT. HAKKA HYDRO TIRTA,7,ON SCHEDULE,46,0,17.02.2026,01.01.2026,30.01.2026,18.02.2026,19.02.2026,19.02.2026,19.02.2026,,H014,WH INFORMA JABABEKA
251231T046,CONT-20,9300000,0,0,0,0,700000,10000000,H014 - WH INFORMA JABABEKA,PT. WIDYA TRANS CARGO,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,20.01.2026,30.01.2026,31.01.2026,02.02.2026,03.02.2026,,H014,WH INFORMA JABABEKA
260101C131,CDD LONG CHASSIS,0,0,0,0,0,0,0,H001 - WH INFORMA CIKUPA,PT. ANTAR JARINGAN SEPANJANG JALAN,7,ON SCHEDULE,26,0,28.01.2026,01.01.2026,03.01.2026,05.01.2026,05.01.2026,07.01.2026,07.01.2026,,H001,WH INFORMA CIKUPA
260101C132,CDD LONG CHASSIS,0,0,0,0,0,0,0,H001 - WH INFORMA CIKUPA,PT. ANTAR JARINGAN SEPANJANG JALAN,7,ON SCHEDULE,26,0,28.01.2026,01.01.2026,03.01.2026,05.01.2026,05.01.2026,07.01.2026,07.01.2026,,H001,WH INFORMA CIKUPA
260101H001,CDD LONG CHASSIS,2750000,0,0,0,0,0,2750000,H026 - WH INFORMA SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,27,0,29.01.2026,01.01.2026,04.01.2026,12.01.2026,12.01.2026,19.01.2026,19.01.2026,,H026,WH INFORMA SIDOARJO
260101H002,WINGBOX,4830000,0,0,0,0,500000,5330000,H001 - WH INFORMA CIKUPA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,28,0,30.01.2026,01.01.2026,04.01.2026,06.01.2026,06.01.2026,13.01.2026,13.01.2026,,H001,WH INFORMA CIKUPA
260101H002,WINGBOX,3000000,0,0,0,0,0,3000000,H026 - WH INFORMA SIDOARJO,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,26,0,28.01.2026,01.01.2026,04.01.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,,H026,WH INFORMA SIDOARJO
